Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
08/04/2016,1184,1197,1181,1190.65,1189.447419243,121166,5958,144120586,30855,25.47,16,6.65
07/04/2016,1215,1215,1177,1182.5,1191.8381759793,221401,11324,263874164,76426,34.52,38,-32.5
06/04/2016,1196,1215,1183,1209.55,1198.6652147461,185731,10078,222629289,33926,18.27,32,13.55
05/04/2016,1233,1234.95,1190,1194.95,1210.1546804289,242403,12583,293345125,91090,37.58,44.95,-38.05
04/04/2016,1240,1249.85,1223.5,1235.75,1235.2631775277,123316,6645,152327714,29925,24.27,26.35,-4.25
01/04/2016,1216.5,1247.9,1212.6,1238.3,1235.3298858585,170753,10315,210936284,35871,21.01,35.3,21.8
31/03/2016,1228,1229.8,1211.6,1216.2,1221.5795923042,192104,9932,234670326,73935,38.49,18.2,-11.8
30/03/2016,1205,1229.9,1202.05,1226.75,1217.0332834267,170986,7265,208095653,43542,25.47,27.85,21.75
29/03/2016,1208.7,1215.1,1190,1193.2,1198.4770324451,159377,8149,191009674,53820,33.77,25.1,-15.5
28/03/2016,1241,1245.5,1199.65,1205.9,1224.7365823362,151349,8075,185362657,43601,28.81,45.85,-35.1
23/03/2016,1242,1248.15,1230.35,1241.75,1240.8328367678,176546,7210,219064074,42028,23.81,17.8,-0.25
22/03/2016,1235,1244.85,1224.5,1237.1,1236.4637799162,196507,9514,242973788,52179,26.55,20.35,2.1
21/03/2016,1195,1231.95,1194.25,1227.8,1214.8728827249,513809,15365,624212621,285853,55.63,37.7,32.8
18/03/2016,1199,1202.55,1190.3,1199.25,1197.2474852071,135200,5858,161867860,38780,28.68,12.25,0.25
17/03/2016,1197,1204.65,1185.6,1193.8,1195.7971672697,272811,9494,326226621,106173,38.92,19.05,-3.2
16/03/2016,1188,1191.9,1164.5,1182.85,1178.308681776,247530,9544,291666748,76091,30.74,27.4,-5.15
15/03/2016,1185.2,1197,1176.25,1181.1,1186.1049568156,149128,8129,176881460,32946,22.09,20.75,-4.1
14/03/2016,1195,1205.9,1177.65,1183.75,1190.0053976107,326626,8251,388686703,193215,59.15,28.25,-11.25
11/03/2016,1194,1201.45,1172.8,1185.8,1186.9407985635,186009,10648,220781671,45945,24.7,28.65,-8.2
10/03/2016,1215,1221.6,1182.6,1186,1194.8189791258,243889,11932,291403206,57552,23.6,39,-29
09/03/2016,1187.75,1219.45,1178,1212.95,1202.0599934248,295049,14153,354666599,115409,39.12,41.45,25.2
08/03/2016,1200,1211.95,1174.4,1187.3,1191.5839857066,212685,11443,253432040,39610,18.62,37.55,-12.7
04/03/2016,1219,1224,1188,1193.75,1200.8773062731,255824,14213,307213236,64544,25.23,36,-25.25
03/03/2016,1145.1,1211.7,1135,1206.15,1183.0004122153,494887,24281,585451525,141117,28.51,76.7,61.05
02/03/2016,1141.3,1150.7,1134.65,1137.8,1142.3614663217,215287,11194,245935573,65278,30.32,16.05,-3.5
01/03/2016,1090,1130.25,1081,1123.75,1112.6029994045,248516,13716,276499647,65933,26.53,49.25,33.75
29/02/2016,1113,1123.8,1055.1,1079.25,1095.5308665222,467351,25876,511997446,86233,18.45,68.7,-33.75
26/02/2016,1097,1116.35,1093,1110.7,1108.3018324393,158641,8251,175822111,47351,29.85,23.35,13.7
25/02/2016,1116,1120.2,1082.5,1086.9,1100.8698389436,193783,12210,213329860,68938,35.57,37.7,-29.1
24/02/2016,1125,1130,1110,1113.25,1118.8963139927,135621,8126,151745837,40414,29.8,20,-11.75
23/02/2016,1155,1157.15,1125.65,1130.1,1133.9710239885,177043,7863,200761632,72533,40.97,31.5,-24.9
22/02/2016,1153.9,1168,1142.1,1150.45,1155.0273883519,146084,7622,168731021,26554,18.18,25.9,-3.45
19/02/2016,1148.95,1168.7,1131.95,1151.25,1150.2078277543,204963,11162,235750047,22278,10.87,36.75,2.3
18/02/2016,1135,1174.65,1133.05,1149.25,1156.8911631342,408878,19162,473027345,116426,28.47,41.6,14.25
17/02/2016,1109.9,1133.1,1082.65,1122.15,1111.8853982672,322133,14740,358174979,65223,20.25,50.45,12.25
16/02/2016,1158.2,1165,1101.1,1107.9,1123.4430639589,259651,12016,291703115,53434,20.58,63.9,-50.3
15/02/2016,1074.9,1154.7,1067.95,1149.15,1125.3249336121,389378,21959,438176772,124825,32.06,86.75,74.25
12/02/2016,1100,1103.2,1016.6,1053.7,1050.7780346534,643632,27189,676314368,124777,19.39,86.6,-46.3
11/02/2016,1118,1124.4,1079,1092.3,1099.6822063055,344431,14008,378764642,108039,31.37,45.4,-25.7
10/02/2016,1109.65,1129.95,1104.4,1122.6,1115.8704162442,209108,8407,233337431,42452,20.3,25.55,12.95
09/02/2016,1121,1127.6,1103.05,1114.45,1114.9141435767,177494,7423,197890571,45243,25.49,24.55,-6.55
08/02/2016,1139,1157.25,1121.05,1130.25,1142.990009865,207805,8261,237519039,52112,25.08,36.2,-8.75
